label,rnd_seed,features,main_text,tokens,tok_per_sec
TEST16,7460456296662,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. It was a very special shampoo. Lily loved it and she asked if she could have it. The Shog rezes her in the face and says, ""Yes, of course you can have it"".
Lily was so happy and she ran home to show her mom. When she got home, her mom said, ""What a lucky Shogara!"" Lily exclaimed. Her mom asked her what she was doing, and Lily replied, ""I'm going to give it away."" 
Her mom said, ""You must promise to be kind and share it."" Lily agreed and she gave the Shrank bath bathrobe to wipe her tears away. Then, she took the popular shampoo and she went to the store to buy some new one for her mom. 
Lily quickly bought the popular shampoo and shared it with her mom. They both were very happy and thanked each other for being so kind.",217,4.942420
TEST16,7460456296662,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. It was a very special shampoo. It had pretty colors and shiny handles. Lily asked her mom, ""What is this? Can I have it?""
Her mom smiled and said, ""This is a special shampoo. It helps you clean your hair. It is very powerful. It will help you grow big and strong.""
Lily thought for a moment, then said, ""Can I try it? Please?"" Her mom laughed, then she said, ""Yes, you can try it. But you have to do what I say.""
Lily was excited, and she said, ""Yes, I want to try it!""
She climbed on the soft lady nearby and gently made her hair shine. When she was done, Lily felt like she could do anything. She looked in the mirror and saw how big and powerful her hair was. She was so happy, and she thanked her mom for letting her try the special shampoo.",220,5.122416
TEST17,7916507545365,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. It was big and shiny and was very popular. All of the children wanted to be friends with it.
""Can we play with it?"" Lily asked her new friend.
The Shencil replied, ""I don't know. I don't know what it is. I'm afraid of shadows!""
The Sh growing Ywnglaw then pointed at the shadows of her friend. She was so excited to see them that she ran over and touched the shadows, then said, ""Come, let's keep this one!""
The Shogmbrush was very excited and they both kept playing with the Shater pointed. Lily was so happy she had made a new friend. From then on, Lily and her Shape glow toy Shape often.",182,5.200082
TEST18,8464101884114,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth named Sam. Sam was a popular shirt and very friendly. He could do many things like draw, talk and explore. Lily liked Sam and wanted to learn more about him.
One day, Lily and Sam went to the park. Lily saw a shiny metal slide and said to Sam, ""Wow! Look at that slide! It's so cool!"" Sam said, ""I don't know, let's try it!"" They climbed up the slide and when they reached the top, Sam slid down very fast and made Lily very excited.
But then, Lily tripped on a rock and hurt her knee. She cried out, ""Ouch, Sam! That hurts!"" Sam said, ""Don't worry, Lily. It's just a silly joke. It's not worth being hurt."" Lily felt better and smiled.
They continued to play at the park, but Lily couldn't stop thinking about the funny joke Sam had told her. She decided that she wanted to go home and tell her mommy all about it.",243,1.268568
TEST18,8464101884114,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth named Sam. Sam was a popular shirt and was very colorful. Lily was jealous of Sam and said, ""I wish I had a shirt like that.""
Sam said, ""You can join me in my store, Lily. We can buy two shirts like mine.""
Lily was happy and said, ""Thank you, Sam. I want to own a shirt like you. I don't like Shogg every day.""
From that day on, Lily and Sam became good friends and they both had shirts and were always happy.",133,1.014033
TEST18,8464101884114,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth named Sam. Sam was a popular shirt and was very colorful. Lily was jealous of Sam and said, ""I wish I had a shirt like that.""
Sam said, ""You can join me in my store, Lily. We can buy two shirts like mine.""
Lily was happy and said, ""Thank you, Sam. I want to own a shirt like you. I don't like Shogg every day.""
From that day on, Lily and Sam became good friends and they both had shirts and were always happy.",133,5.142061
TEST18,8464101884114,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth named Sam. Sam was a popular shirt and was very colorful. Lily was jealous of Sam and said to him, ""You look cool, Sam. Can I try your spicy shirt?"" Sam smiled and said, ""Sure, you can try my spicy shirt."" 
Lily felt better and asked, ""How much do I need to have a belt?"" Sam replied, ""It's too high. I can't reach it."" Lily thought for a moment and said, ""Maybe we can try a few smaller shirts!"" Sam thought that was a great idea. They each had two clothes and were now even more popular than before. 
After the shirt sale, Lily and Sam became good friends. They went on many adventures together and had lots of fun. They both learned that it's okay to ask for help and that you can find what you want in a different way.",207,5.150725
TEST19,8857467859759,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. It was big and shiny and shiny. Lily wanted it, so she asked the Shurgathg marked it with a special mark. But it seemed to be fake. Lily was sad, so she asked the Shressginted, ""Why isn't this weird mark?"".
The Shamame shook in her hand, and Lily heard a voice. The Sheguard said, ""This is a real one, not real. It's too weird."" Lily thought for a moment, and then she said, ""That's a fake!""
The Shank smiled and said, ""Yes, it's a fake. You can't have it!"" Lily was relieved and thanked the Shcol colored billboard. She thanked the Sharingpaper-Gymg seem one day, but she always said hello to him anyway.",199,1.006817
TEST19,8857467859759,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. It was big and shiny and shiny. Lily wanted it, so she asked the Shurgathg marked it with a special mark. But it seemed to be fake. Lily was sad, so she asked the Shressginted, ""Why isn't this weird mark?"".
The Shamame shook in her hand, and Lily heard a voice. The Sheguard said, ""This is a real one, not real. It's too weird."" Lily thought for a moment, and then she said, ""That's a fake!""
The Shank smiled and said, ""Yes, it's a fake. You can't have it!"" Lily was relieved and thanked the Shcol colored billboard. She thanked the Sharingpaper-Gymg seem one day, but she always said hello to him anyway.",199,4.963144
TEST20,9351895209494,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. It was so cool and shiny, and it had many gear attached to it. It was so colourful and sparkly that Lily wanted to take it home.
But the Shoggra was grumpy and didn't want to let Lily take it away. ""No! I want to take it home!"" shouted Lily.
The Shog made a loud noise. Suddenly, a strange light vanished from the shining Shogage, but the shirt wasn't there. It was gone!
Lily was sad, but she decided to go back and take the shirt home. She had a fun day, playing with the new shirt and making cool noises.
The End.",169,5.239752
TEST21,9896780478917,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth named Shpike. Lily was very interested and asked Shpike the Sh happy thing to share. Shpike was so happy that he jumped up and down with excitement.
Lily and Shpike became friends and started to play together. They laughed and had so much fun. Lily liked Shpike the Sh shadow with her other dolls and Mia. She was very generous and shared her toys with Shpike.
Later that day, Lily and Shpike were talking about the fun they had together. Lily said, ""I want to make sure you are always happy and to share with me."" Shpike replied, ""I will be happy and always share with my friends.""
Lily was so happy to have Shpike as her friend and they continued to be best friends forever.",186,1.276415
TEST24,11531116706889,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth named Polly. Polly had a great big smile and he was always on Lily's hands. She was a pupil and liked to talk to him.
“Hello, I am Polly. I am reliable,"" said Polly. 
Lily smiled and said, “Hello, Polly! What are you doing here?”
“I am looking for friends,” said Polly. 
Lily smiled and asked if she could join. Polly nodded her head and said, “Of course you can join me!” 
Lily and Polin smiled and talked for hours and the two spent the whole day playing and having fun. When the sun began to set, Polin said goodbye and thanked Lily for her help. 
Lily waved goodbye and thanked Polse. She was happy she had made a new friend.",192,1.008318
TEST24,11531116706889,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth named Polly. Polly had a great big smile and he was always on Lily's hands. She was a pupil and liked to talk to him.
“Hello, I am Polly. I am reliable,"" said Polly. 
Lily smiled and said, “Hello, Polly! What are you doing here?”
“I am looking for friends,” said Polly. 
Lily smiled and asked if she could join. Polly nodded her head and said, “Of course you can join me!” 
Lily and Polin smiled and talked for hours and the two spent the whole day playing and having fun. When the sun began to set, Polin said goodbye and thanked Lily for her help. 
Lily waved goodbye and thanked Polse. She was happy she had made a new friend.",192,5.000267
TEST25,12016603733317,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth in the park. She had never seen it before and she was very excited.
The Shark Sh Doggie said, ""Let's go for a swim, Lily!""
Lily was scared, but Shogimmer insisted she could do it. She said, ""Come on, I'll be here with you. It will be fun!""
So they both swam around the park. They splashed and played and had a great time. Lily was very brave and she was proud of herself.
At the end of the day, Lily thanked ShogGog shurtx for being so brave. Shogas smiled and said, ""You're welcome, Lily. You did a great job!""",166,1.279360
TEST25,12016603733317,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. She had never seen it before and she was curious. She picked up the shin thanked the Shoggness for his kindness.
""What is your name?"" she asked.
""I am Shog Gog. I am here to help you. It is nice to receive a new friend.""
Lily smiled and nodded. She had many friends at school, but she was all alone. She was very lonely.
Then, the Sharing waiter came to the bus. He had a big smile on his face. He gave Lily a package and said she could get a new friend.
Lily opened the package and was so happy. There was a small teddy bear with a blue hat and a yellow dress. It was her new friend, Gog glow!
Lily hugged the teddy bear and thanked him. She hugged Gog again and smiled. She had new friends in the park!",214,5.128222
TEST26,12499419625442,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth at the park. He was very friendly and smiled at Lily. Lily was scared at first, but then she felt brave. She asked the Shogve man, ""What can I do to help?"" The Shapeored, turning Lily around in circles, replied in a very weird voice. ""I must be careful of other people who are no longer here,"" the Shapeimb said, and then he scooped up Lily and his scagons. He said, ""Alright, why don't you show us how to unite?""
Lily smiled and agreed. She asked the Shwnious who was there and asked, ""Can you help us unite with others to unite?"" The Shapeious reicesry explained, ""Yes, I will be more useful than that so everyone can be together."" The Shirt smiled and nodded.
So, the Shape arms supplied everyone together to unite. The Shape tells them how to unite with others and help to make the world a better place. Lily and Toby stayed to help their new friends and were very proud of themselves.
The End.",250,1.266507
TEST26,12499419625442,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth named Gizity. Gizia was a tiny car who could talk and do big things. Lily and Gungen were best friends.
Lily asked Gizreub nicely, and Giz rubbed her, which made the shampoo on Gizper's legs. Gizia agreed and asked if Lily could be like Gizia. Lily answered, ""Yes, Gizia. That's how you do the things I like.""
Gizia was impressed and asked if she could help her too. Lily was happy to have a new friend. She gave Gizia a special job - to help decorate her home for another place. 
Gizia was so happy that she said goodbye to Lily and kept smiling and asking her other friends to come with her. Lily was happy too, because she could make her friend's normal home beautiful with the shampoo. 
The End.",215,5.116444
TEST27,13050374662073,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. It was shiny and smooth and very reliable. Lily was amazed. She asked her friend Ben to explain why he was so good at this.
Ben said, ""I'm fast because I learned something new and this time I look so shiny!"".
Lily smiled and said, ""Yes, you sure do look cool and kind! Can I play with it?""
Ben said, ""Sure, but first you need to mark my back and say a prayer"".
Lily was surprised. She thought for a moment.
""I can do that,"" she said. ""I promise to remember all these words.""
Ben laughed. ""That's a great idea! Go and tell a nice story and you will get a great print"".
Lily listened intently and went home. She hugged Ben and thanked him for the love he gave her. Then she told herself that she had been very reliable and had learned a valuable lesson: that no matter how big or small, there is always something to make!",228,1.005017
TEST27,13050374662073,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. It was shiny and smooth and very reliable. Lily was amazed. She asked her friend Ben to explain why he was so good at this.
Ben said, ""I'm fast because I learned something new and this time I look so shiny!"".
Lily smiled and said, ""Yes, you sure do look cool and kind! Can I play with it?""
Ben said, ""Sure, but first you need to mark my back and say a prayer"".
Lily was surprised. She thought for a moment.
""I can do that,"" she said. ""I promise to remember all these words.""
Ben laughed. ""That's a great idea! Go and tell a nice story and you will get a great print"".
Lily listened intently and went home. She hugged Ben and thanked him for the love he gave her. Then she told herself that she had been very reliable and had learned a valuable lesson: that no matter how big or small, there is always something to make!",228,4.919658
TEST27,13050374662073,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. It was shiny and smooth and had big eyes. Lily loved it and wanted to take it home.
Lily asked the Shoggin, ""Can I take you home with me?""
The Shogth of the shamberin pet her eyes and smiled. He said, ""Yes, of course!""
Lily thanked the Shaving machine and took the shrimp home. She put it in a bowl with the other shrimp toy and named it Shelly.
The Shrimp was a surprise for Lily. It was a special friend. Lily and Sh rather thought the Shogub didn't want to take it home.
So, Lily put Shelly away in a box and shut the box. Whenever she felt lonely, she would rub Shelly's eyes and look into the bottle.
The end.",197,5.165725
TEST28,13567659171051,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth. He glowed brightly in the sky. Lily was so excited, she couldn't believe how he made her feel. 
Lily asked, ""How did you do that?""
The Shog said, ""It was glowing. It was very serious. I can do many things, but I can't figure out how.""
Lily smiled and said, ""That's too much. I can only look at it.""
The Shog glowed in the dark and Lily was amazed. She thanked him and gave him a hug.
The Shrank and Lily went home. That night, she could feel the joy of the pale and bright in the darkness. 
The End",165,1.279630
TEST28,13567659171051,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. He glowed brightly in the sky. Lily was so excited, she couldn't believe how he made her feel. 
Lily asked, ""How did you do that?""
The Shog said, ""It was special. I'm a polite friend.""
Lily smiled. ""I'm not selfish. I want to help the Shape stars.""
The Sh Sh Dog reappeared in Lily's head. It was warm and full of sparkles.
""You're right, Shog,"" said Lily. ""I won't be selfish. Let's be friends.""
So the Shog reappeared, lighting up the sun and having fun with Lily.",167,1.010555
TEST28,13567659171051,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. He glowed brightly in the sky. Lily was so excited, she couldn't believe how he made her feel. 
Lily asked, ""How did you do that?""
The Shog said, ""It was special. I'm a polite friend.""
Lily smiled. ""I'm not selfish. I want to help the Shape stars.""
The Sh Sh Dog reappeared in Lily's head. It was warm and full of sparkles.
""You're right, Shog,"" said Lily. ""I won't be selfish. Let's be friends.""
So the Shog reappeared, lighting up the sun and having fun with Lily.",167,5.056215
TEST28,13567659171051,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. He glowed brightly in the sky. Lily was so excited, she couldn't believe it!
""What is this?"" she asked.
""This is a special shampoo,"" the Shog glowed. ""It's very flexible.""
Lily was fascinated by the shampoo and she wanted to touch it. She touched it, and it started glowing even brighter.
""Wow!"" said Lily.
The Shterglow touched her with the shampoo and suddenly something magical happened. 
""Wonderful!"" said Lily. 
""My, this shampoo makes your hair clean,"" the Shapegementer beat.
Lily was amazed, and so she thanked the Shugglowglowgilla. She knew it was true.",195,5.173171
TEST29,13937179875962,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. It was a big and modern Shape and it made Lily very happy. 
""Thank you for being my friend,"" said Lily, smiling.
""You're welcome,"" said the Sh suck master,"" said the Shogg lantern.
The Shup liked the Shush days and she was so happy that she stayed with the Shirtglowing all day. 
""Thank you, Shinkerlow,"" said Lily, the shampoo boy. 
""You're welcome,"" said the Shirtglow. ""I'm happy to be your friend."" 
Lily and Shaving both agreed and she was very happy too. 
The Shapeglowon and Shamorglow became good friends and Lily went home with a smile on her face. 
The end.",191,1.008021
TEST29,13937179875962,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. It was a big and modern Shape and it made Lily very happy. 
""Thank you for being my friend,"" said Lily, smiling.
""You're welcome,"" said the Sh suck master,"" said the Shogg lantern.
The Shup liked the Shush days and she was so happy that she stayed with the Shirtglowing all day. 
""Thank you, Shinkerlow,"" said Lily, the shampoo boy. 
""You're welcome,"" said the Shirtglow. ""I'm happy to be your friend."" 
Lily and Shaving both agreed and she was very happy too. 
The Shapeglowon and Shamorglow became good friends and Lily went home with a smile on her face. 
The end.",191,4.992132
TEST29,13937179875962,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. It was a big and modern Shape and it made Lily very excited. 
""Hi Shape,"" Lily said. ""Can you make me own it?""
The Shape glowed, its brightly lit up. ""I can be your friend,"" the Shinkgint said, who was a friendly toddler. 
Lily was so happy. She hugged Shape and thanked him. ""Thank you for making me,"" she said. 
Then Lily ran home with her new shiny modern shirt. She was so happy to have met her new friend and they had lots of fun together.",146,5.296080
TEST30,14398445857659,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth in the park. He was a kind and fun toy, so Lily was so excited to meet him. 
Lily asked the Shape Shon, ""Can I join you?"" 
The Shape Shape said ""Yes!"" 
Lily was so happy. She put her hands on her hips and said ""Welcome!"" 
They played together all day. The Shape Can show Lily all of his good tricks. Lily thought it was so much fun! 
When it was time to go home, the Shape Shape said, ""Thanks for joining me today, Lily!"" 
Lily said, ""Thanks, Shape Shog!""
The Shape said, ""It was nice to meet you, Lily!"" 
Lily smiled and said, ""You're welcome!"" Then she waved goodbye and went home. 
The end.",202,1.274266
TEST30,14398445857659,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. He was a small, blue man and a large bear. He smiled at Lily and welcomed her with a warm smile. 
Lily asked the bear, ""What are you doing?""
The bear smiled and replied, ""I'm just walking around, Lily. I was looking for something special, like a diamond."" 
Lily said, ""Wow, you look really expensive. I bet you're so pretty.""
The bear smiled and said, ""Yes, I am. I'm glad to be here.""
They began walking together, each taking turns to choose something special. They had lots of fun playing games and laughing together. They even hugged each other before the bear said goodbye.
Lily thanked the bear for his special moment and said, ""Thank you for being my friend. I'm so happy!"" 
The bear smiled and said, ""Me too! Come back and visit me anytime!""",218,1.006034
TEST30,14398445857659,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. He was a small, blue man and a large bear. He smiled at Lily and welcomed her with a warm smile. 
Lily asked the bear, ""What are you doing?""
The bear smiled and replied, ""I'm just walking around, Lily. I was looking for something special, like a diamond."" 
Lily said, ""Wow, you look really expensive. I bet you're so pretty.""
The bear smiled and said, ""Yes, I am. I'm glad to be here.""
They began walking together, each taking turns to choose something special. They had lots of fun playing games and laughing together. They even hugged each other before the bear said goodbye.
Lily thanked the bear for his special moment and said, ""Thank you for being my friend. I'm so happy!"" 
The bear smiled and said, ""Me too! Come back and visit me anytime!""",218,4.944270
TEST30,14398445857659,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. He was a kind and fun toy, so Lily was excited to meet him. The Shirt pile was big and dark and would shake when Lily touched it. She looked around to see if anyone wanted to come and see it.
Lily saw a small, green alleyway. She was scared, but she was brave and decided to try. She opened the bag and saw it was very interesting. She saw a colourful beetle crawling around, and a pink flower growing nearby. She picked one of the beetles and placed it in her pocket.
Lily decided to take the beetle home. She carefully put it in a vase with some leaves and flowers. She was so happy to have made a new friend. She looked at the jar and said, ""This is the nicest jar ever!""",192,5.185082
TEST31,14859380233576,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. She was delighted, and asked her dad, ""What is his name?""
Her dad replied, ""His name is Shixia.""
Lily thought that was very interesting. She asked, ""What can I learn to believe?""
Her dad smiled and said, ""You can believe in me, Lily. I believe that everyone is lucky to have each other.""
Lily smiled, and they went back to playing with Lily's toys. She was so happy to have learned something new.
The moral of the story is that everyone is lucky in their own way, and it is important to believe in ourselves and their special interests.",153,5.281741
TEST32,15401059049413,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. It was big and shiny and had a zipper. Lily was excited and asked the Shog owners. The Shogguses smiled and said ""Would you like to enter our house?"" Lily nodded excitedly. 
The Shawng Dog was a big, gentle pile of wood. He showed Lily a place where they could make a castle with the lumber. They had so much fun building their castle. 
When it was finished, the Shapegxs helped them shut the door and put the castle in the yard. 
Lily and Shog oiled each other's knees with the shippered lumber. They laughed as they played. 
The Shapegent tubes made Lily's castle look very pretty and tidy. She thanked Shapegadows and gave him a big hug. 
The Shape guessed the sandbox, ""My masterpiece is beautiful!"" 
Lily and Shinkerges were very pleased with their work.",233,1.003941
TEST32,15401059049413,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. It was big and shiny and had a zipper. Lily was excited and asked the Shog owners. The Shogguses smiled and said ""Would you like to enter our house?"" Lily nodded excitedly. 
The Shawng Dog was a big, gentle pile of wood. He showed Lily a place where they could make a castle with the lumber. They had so much fun building their castle. 
When it was finished, the Shapegxs helped them shut the door and put the castle in the yard. 
Lily and Shog oiled each other's knees with the shippered lumber. They laughed as they played. 
The Shapegent tubes made Lily's castle look very pretty and tidy. She thanked Shapegadows and gave him a big hug. 
The Shape guessed the sandbox, ""My masterpiece is beautiful!"" 
Lily and Shinkerges were very pleased with their work.",233,4.894539
TEST33,15937243224169,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth at the park. It was bright red and shiny. She loved it very much. She asked her mom if she could keep it. Her mom said yes, and they decided to put it on the shelf in Lily's room. 
Lily put the shirt in her hair and her baby brother was so excited! He was so clumsy, he tripped over his toes and fell. Lily just laughed and laughed. But when he got up, he put his hand back on the shirt. 
Lily and her brother looked at each other. They knew that they should never do that again. They hugged each other and said goodbye. Lily learned that sometimes it's better to stay close to home and not let strangers lead her to safety.",177,1.009858
TEST33,15937243224169,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth at the park. It was bright red and shiny. She loved it very much. She asked her mom if she could keep it. Her mom said yes, and they decided to put it on the shelf in Lily's room. 
Lily put the shirt in her hair and her baby brother was so excited! He was so clumsy, he tripped over his toes and fell. Lily just laughed and laughed. But when he got up, he put his hand back on the shirt. 
Lily and her brother looked at each other. They knew that they should never do that again. They hugged each other and said goodbye. Lily learned that sometimes it's better to stay close to home and not let strangers lead her to safety.",177,5.038986
TEST33,15937243224169,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth at the park. It was bright red and shiny. She looked at it and said, ""Wow, you are so pretty!"" The Shinesgog nodded its head.
Lily said, ""Can I hold it, please?"" The Shutter one more time and nodded his head. He gave the shiny lady friend to Lily and said, ""Be careful, it might make you sick.""
Lily thanked the ShZipub and put the shiny lady friend in a safe place. She was happy to have her nice friend back. She knew the Sh ray power would keep her safe and happy.",141,5.311692
TEST34,16380131858949,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth at the park. It was large and shiny and had a lovely picture on it. Lily was very excited and wanted to show it to her mum.
Lily asked the Sharing Shog, ""Mum, what is this?"" Her mum smiled and said, ""That's Shog, Lily. It's a special kind of yogurt. It is very special and tastes really good.""
Lily was delighted. She said, ""I like yogurt! Can I have some?"" Her mum smiled and gave her a scoop of yogurt in a bottle.
The Shog happily shared the yogurt with Lily and she said, ""Thank you Mum, this yogurt is delicious!"" Lily laughed and said, ""You're welcome!"" 
Lily and Shog shared the yogurt, happily enjoying each after they had had a fun afternoon.",213,1.272651
TEST34,16380131858949,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth at the park. It was amazing! She wanted to show her best friend, Alex.
""Look, Alex!"" said Lily, pointing to her friend. ""It's a shiny new one!""
Alex was delighted. He was eager to meet Lily's friend. 
""Let's play a game,"" said Alex. ""We'll record this game together!""
Lily was so excited! She wanted to see the game closer and listen to Alex's brilliant thoughts.
So they started to record the game. Alex told Lily to sing songs while they played.
At first, Lily was anxious about the game. She wanted to keep recording the game.
Alex smiled and said, ""It's okay to not like an object. You can still listen to it.""
Lily smiled and put the recording down. She loved listening to the music of the roller coaster.
That day, Lily learned to record the game and still enjoyed playing it.",221,5.114515
TEST0,9181146223437,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth. It was the biggest shrimp she had ever seen. She was so excited and couldn't believe how big it was. She asked her mom if she could take it home. Her mom said yes and they picked it up together. 
On their way home, Lily told her mom that she wanted to take the shirt home with her. Her mom agreed and they headed off. When they got home, Lily put the shirt in her wardrobe. 
When they got home, Lily asked her mom if she could weigh the shirt. Her mom said she had practiced with it, so she put the shirt on. Lily watched as her mom counted out loud, ""One, two, three, four, five, six, seven, eight, nine, ten!"" 
Lily was so happy with her shirt. She had so much fun weighing all her new things. From then on, Lily loved weighing everything.",218,1.272760
TEST0,9181146223437,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. It was green and had eyes. Lily was curious and wanted to learn more about Shog.
She asked the Shoggit, ""What is your name?""
The Shog gently said, ""I am an intelligent Tiger!""
Lily was amazed. She asked the Shogg room to examine the shirt. The Sharing Togabberuts were like fun and healthy items to wear.
The ShapeClubbers were the color of a rainbow. Lily gasped and said, ""What are you doing? I want to examine my smart Dress-war.""
The Shirt Clara said, ""I am being smart, it is out here in the night. You can examine my tape.""
Lily was happy to learn something new. She thanked Shape Clara and the Shirt Clara. Then they put the shirt back on the Shirtg prints. 
Lily was thankful for her intelligent Tutor Cluck Clara, and then she said goodbye. She went home and told everyone about the Sharing Wavy.",243,1.002873
TEST0,9181146223437,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. It was green and had eyes. Lily was curious and wanted to learn more about Shog.
She asked the Shoggit, ""What is your name?""
The Shog gently said, ""I am an intelligent Tiger!""
Lily was amazed. She asked the Shogg room to examine the shirt. The Sharing Togabberuts were like fun and healthy items to wear.
The ShapeClubbers were the color of a rainbow. Lily gasped and said, ""What are you doing? I want to examine my smart Dress-war.""
The Shirt Clara said, ""I am being smart, it is out here in the night. You can examine my tape.""
Lily was happy to learn something new. She thanked Shape Clara and the Shirt Clara. Then they put the shirt back on the Shirtg prints. 
Lily was thankful for her intelligent Tutor Cluck Clara, and then she said goodbye. She went home and told everyone about the Sharing Wavy.",243,4.870995
TEST0,9181146223437,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. It was different from any shirt she had ever seen before. It had a big round belly and bright eyes. She wanted to keep it, so she put it in her pocket.
Lily ran to show it to her mom and said, ""Mommy, look! I found a shirt!"" Her mom smiled and said, ""That's nice, Lily. Why don't you give it to someone who needs it?"" 
So Lily went to her neighbor's house and knocked on the door. She said, ""I found a shirt, but it's not available for anyone."" The neighbor said, ""Oh, so you're right! Here you go."" 
Lily was so happy to have her shirt back. She said, ""Thank you so much! I value this shirt."" 
Her mom said, ""That's great, Lily. Always remember to be grateful for the things that are available."" 
The moral of the story is that good things are often made from shiny things, and sometimes they aren't on the coldest and spots of Earth.",250,5.071334
TEST1,9698517078250,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. She was very happy and wanted to show it to everyone.
Lily and her Shog went on many adventures. They explored the streets and places. They looked for special places and had lots of fun.
One day, Lily asked Shog for a new place to take her family. But Shog said no. He said he didn't have time for Lily.
Lily felt very sad and started to cry. Her parents came to her room and hugged her.
But it wasn't the same. Lily never saw her family again.",132,1.013904
TEST1,9698517078250,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. She was very happy and wanted to show it to everyone.
Lily and her Shog went on many adventures. They explored the streets and places. They looked for special places and had lots of fun.
One day, Lily asked Shog for a new place to take her family. But Shog said no. He said he didn't have time for Lily.
Lily felt very sad and started to cry. Her parents came to her room and hugged her.
But it wasn't the same. Lily never saw her family again.",132,5.142457
TEST1,9698517078250,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. She was very happy and wanted to show it to everyone. But she also felt embarrassed because her room was full of mess. So, she decided to organize all her toys and put them away in their right places. 
As she was organizing, she found a beautiful jewel on the floor. She was so happy to have found it! But when she picked it up, she saw that it was a very special jewel. She was even more surprised! 
Lily was very proud of herself for organizing her jewel and finding it. She knew that it was a very important thing to have. From that day on, Lily kept the jewpper with her all the time, even when it was not clean or tidy. She was happy that it was special to her and everyone in her town.",187,5.222669
TEST2,10095984712816,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth at the park. She was so happy and wanted to keep it. But when she saw it, she was not sure how to use it. She decided to ask her friends for help.
A wise owl was watching Lily and her friends learn how to use the Shin Gerry. The owl said, ""You must be very quiet and look closely at it.""
Lily nodded and started to make up her mind about what the owl said. She took out her own tool and started to study it. After a few weeks, she had a new project.
The wise owl watched Lily as she added some creative things from the shampy box to the advice of others. With each and educational song she looked through the dictionary, Lily noticed how the surface and her reflection in the box looked.
At the end of her lesson, Lily and her friends were thrilled with the new results! She thanked the wise owl for helping her and he smiled.
The moral of the story is that hard work pays off, and using words like shrug to make you feel happy, always try to learn new things!",250,1.267122
